Employer_id;Employer_name;Total_working_position;Employer_state
518339;Captivea ;2;FL
518340;Collate ;2;CA
518341;Apptrics ;35;GA
518342;Knav P;20;GA
518343;Serenity Infotech;17;GA
518344;Western Container;1;TX
518345;Pinnacle Technical;9;TX
518346;Hbk New;1;TX
518347;Appco Pharma;17;NJ
518348;James F;1;TX
518349;Servicengine ;1;CT
518350;Mnemonic ;1;CA
518351;Ohmshiv Construction;3;GA
518352;Landing Point;2;NY
518353;Vestmark ;6;MA
518354;Car Iq;1;CA
518355;Amerra Capital;1;NY
518356;Questex ;1;NY
518357;Datasparx ;11;GA
518358;Malic ;1;NJ
518359;Abeam Consulting;7;TX
518360;Hill West;3;NY
518361;Ledvance ;1;MA
518362;Studebaker ;1;VA
518363;Katapult ;2;TX
518364;Davis Vision;1;MD
518365;Bluestem Energy;1;NE
518366;Engineering And;1;TX
518367;Opsera ;3;CA
518368;Pegasus Vertex;2;TX
518369;Tek Redefine;1;NJ
518370;Bht Construction;2;FL
518371;The Lakewood;1;NJ
518372;Claure ;1;FL
518373;Proplant ;1;TX
518374;Supplycore ;1;IL
518375;Bbg Assessments;2;TX
518376;Poms ;2;VA
518377;Lake Regional;2;MO
518378;Multifineline Electronix;2;CA
518379;Slayback Pharma;1;NJ
518380;Shamco Management;1;NJ
518381;Knav Pa;1;GA
518382;Propelo ;2;CA
518383;Felten ;2;AZ
518384;Infer Solutions;5;NJ
518385;Ridgetop Research;1;NY
518386;Investment Metrics;2;CT
518387;Transnational Foods;1;FL
518388;Brookfield Properties;4;CA
518389;Gainesville Dental;2;GA
518390;Bakx Therapeutics;1;MA
518391;Lashback ;1;MO
518392;Hydrogeologic ;1;VA
518393;Noble People;2;NY
518394;Converseon ;2;NY
518395;Cc Managementco;3;NY
518396;C Software;1;TX
518397;Crunchtime Information;1;MA
518398;Quizlet ;8;CA
518399;Ff Global;3;CA
518400;Epibone ;2;NY
518401;Neat Capital;2;CO
518402;Epace ;20;TX
518403;Folio Software;1;TX
518404;Element Americas;1;TX
518405;Payrange ;1;OR
518406;Tasktop ;1;TX
518407;Xceltrait ;8;TX
518408;Ecto ;1;GA
518409;Turnaround For;1;NY
518410;Menlo Security;4;CA
518411;Kzy Logistics;1;NJ
518412;Sirius Investment;1;NY
518413;Picadeli Us;1;CA
518414;Pentair Residential;1;WI
518415;Hirsch Construction;2;MA
518416;Upper Cervical;1;NY
518417;Transatlantic Reinsurance;1;NY
518418;Parade Enterprises;1;NJ
518419;Pond5 ;1;NY
518420;Eloxx Pharmaceuticals;1;MA
518421;Cambridge Technology;15;GA
518422;Acquaintek ;8;TX
518423;Pattillo Construction;1;GA
518424;Chdi Management;1;NY
518425;The Watergate;2;DC
518426;Ascendia Pharmaceuticals;2;NJ
518427;Acmesoft Global;2;GA
518428;Medmetrix ;1;NJ
518429;Redshift Enterprise;2;GA
518430;Continuumcloud ;4;FL
518431;Global Touchpoints;7;CA
518432;Stellar Us;2;TX
518433;Crown Retail;1;NY
518434;Profitero ;1;MA
518435;Cogent Communications;1;DC
518436;The Social;1;CA
518437;Tke Engineering;1;TX
518438;Bc Analytics;1;CA
518439;Kit Professionals;2;TX
518440;Data Strategies;3;TX
518441;Rr Info;4;KS
518442;Sapear ;2;TX
518443;Tactivia Therapectuics;2;NY
518444;Nichefire ;1;OH
518445;Njoy ;1;AZ
518446;Cem Business;1;NJ
518447;Betterlesson ;1;MA
518448;Glenvale ;4;MA
518449;Alloi Architecture;1;CA
518450;Nextech ;1;FL
518451;Gympass Us;2;NY
518452;Bizcloud Analytics;5;TX
518453;Function Of;2;NY
518454;Aviation Service;8;FL
518455;Stok ;3;CA
518456;Torch Technology;1;NY
518457;Techruit Solutions;19;FL
518458;S Nimbus;1;VA
518459;Alex’S Lemonade;1;PA
518460;Clifyx ;1;NJ
518461;Vensoft ;23;AZ
518462;Syndicateservices ;2;PA
518463;Mediquant ;1;OH
518464;Discount My;1;TX
518465;Dpa Infotech;1;GA
518466;Dimella Shaffer;1;MA
518467;Kpg99 ;1;NJ
518468;Great Hill;1;MA
518469;Capri International;1;FL
518470;Ffb Property;3;FL
518471;Cadiz Enterprises;1;FL
518472;Calypso Soft;12;IL
518473;Armstrong Teasdale;2;MO
518474;Buildcentral ;1;IL
518475;Kiva Microfunds;1;CA
518476;Monetizenow ;1;CA
518477;Whalar ;2;NY
518478;Euclid Labs;7;DE
518479;Vensiti ;3;TX
518480;Tegrit Software;2;MI
518481;Syllable ;2;CA
518482;Infinity Tech;25;NJ
518483;Lucidworks ;2;CA
518484;Delasoft ;21;DE
518485;Hilti Fieldwire;9;CA
518486;Waco Independent;2;TX
518487;Pluto ;8;CA
518488;Trafiq ;3;TX
518489;Living Security;1;TX
518490;Svinodkumar ;1;NY
518491;Jacksonville Independent;8;TX
518492;Chrome River;5;CA
518493;Xp Health;1;CA
518494;Knock ;4;WA
518495;Zoar Specialty;1;CO
518496;Novo Vivo;2;CA
518497;Thiel Capital;1;CA
518498;Trans American;25;TX
518499;Vak Consulting;4;NJ
518500;Contino Us;4;NY
518501;Ocean Blue;5;OH
518502;Emma ;2;TN
518503;Predicate Labs;1;TX
518504;Cybersoft ;2;TX
518505;Sunrise Futures;12;IL
518506;Quantifi ;3;NJ
518507;Gsn Games;2;CA
518508;Quick Travel;1;NJ
518509;Qlarant Integrity;3;MD
518510;Cockroach Labs;4;NY
518511;August Public;1;NY
518512;Zk Technology;1;NJ
518513;Novus Global;2;NJ
518514;Maidbot ;1;TX
518515;Pet ;2;GA
518516;Aclima ;1;CA
518517;Stemline Therapeutics;2;NY
518518;Aerogen Pharma;1;CA
518519;National Technology;2;CO
518520;Medixsoft ;1;TX
518521;Infectious Disease;2;TX
518522;Tolunaywong Engineers;1;TX
518523;Archivesocial ;1;NC
518524;Alliance Family;1;OH
518525;Kidney And;3;OH
518526;Pettigrew ;1;NM
518527;Commercial Metals;1;TX
518528;Overland Partners;2;TX
518529;Pratt Construction;1;NY
518530;Engeo ;1;CA
518531;Ellinwood Machado;1;GA
518532;Securview ;3;NJ
518533;Multilane ;1;CA
518534;Nmb ;1;MI
518535;Id Studio;1;TX
518536;1001 Resources;3;IN
518537;Texas Cardiac;1;TX
518538;Team Wendy;2;OH
518539;House Of;7;VI
518540;Acuative ;2;NJ
518541;Zendar ;5;CA
518542;The Fedeli;1;OH
518543;Sigma Ventures;1;TX
518544;Viking Global;5;CT
518545;Clark Nexsen;2;VA
518546;Advanced Center;1;NJ
518547;Atmosphere Design;2;NY
518548;Blueshift Labs;2;CA
518549;Pieriandx ;9;MO
518550;Middle Georgia;2;GA
518551;Welligence ;1;TX
518552;Redseal ;5;CA
518553;Betternoi ;1;FL
518554;Nsg Technology;7;CA
518555;Ingrasys Technology;1;CA
518556;Highmore ;1;NY
518557;Climateworks Foundation;3;CA
518558;Cygnus Capital;1;GA
518559;Ajay K;2;TX
518560;Civil ;7;TX
518561;Eaglerail Container;1;IL
518562;Progressive Management;1;NY
518563;Campbell Landscape;1;TX
518564;Wonolo ;3;TN
518565;Braemar Technical;2;TX
518566;Hello Digit;4;CA
518567;Swerve Studio;1;NY
518568;Global Infrastructure;7;NY
518569;Backstage ;1;NY
518570;Tideline Advisors;1;CA
518571;Clique Brands;1;CA
518572;First Asset;1;NY
518573;Cummins ;726;NY
518574;Bota Biosciences;1;MA
518575;Trade Hounds;1;MA
518576;Forensic Analytical;1;CA
518577;Shortwave Communications;1;CA
518578;Careteq International;1;NV
518579;Xapt ;1;FL
518580;North Colonie;1;NY
518581;Little Spoon;1;NY
518582;Sycamore Informatics;1;MA
518583;Ariadne Software;1;KS
518584;Firsthand Health;2;NY
518585;Adore Me;3;NY
518586;Firstbase ;1;NY
518587;Bilt ;1;NY
518588;Onyx Technology;2;MD
518589;Entrivis ;9;GA
518590;Payability ;2;NY
518591;Safetraces ;1;CA
518592;Magnify World;1;NV
518593;Escient Pharmaceuticals;1;CA
518594;Outfit Partners;1;NY
518595;Pipe ;4;FL
518596;Xanthan Labs;1;CA
518597;Wikimedia Foundation;2;CA
518598;Sinfralogix ;26;TX
518599;Fandom ;4;CA
518600;Noviya ;1;CA
518601;Consulting ;13;VA
518602;Neilson Technology;2;CA
518603;Redscout ;1;NY
518604;Pencil And;1;CA
518605;Sage Solutions;1;VA
518606;Jensen Hughes;6;MD
518607;Hull Investments;1;IL
518608;Universal Tennis;4;CA
518609;Atlas Support;1;CA
518610;Studio 151;1;CA
518611;Salud Revenue;4;IN
518612;Translation ;3;NY
518613;Charter Fund;1;CO
518614;Link3D ;2;CO
518615;Keyri ;2;NY
518616;Nbic Service;1;RI
518617;Communities In;2;VA
518618;Info Tree;2;TX
518619;Radixlink ;21;AZ
518620;Chia Network;1;CA
518621;Nimbus Technology;2;CA
518622;Eagles Landing;1;GA
518623;Replay Management;2;CA
518624;Koverai ;1;CA
518625;Exafluence ;2;NJ
518626;Goforward ;8;CA
518627;Midway Independent;1;TX
518628;Tigo Energy;2;CA
518629;Strategies 360;2;WA
518630;Elasticscloud ;4;CA
518631;Agate ;1;CA
518632;Plutus Health;1;TX
518633;Ets Laboratories;1;CA
518634;Seel ;1;CA
518635;Icsa ;9;VA
518636;Agma ;2;NJ
518637;Bison Management;2;CO
518638;Diakon Logistics;2;VA
518639;Running Tide;1;ME
518640;Shoelace Wireless;1;CA
518641;Pcs Retirement;3;PA
518642;Finsoft Consultants;15;NY
518643;Forte Labs;1;CA
518644;Staidlogic ;34;OH
518645;Simeon Cloud;2;CA
518646;Unique Technology;2;VA
518647;Valence Surface;1;CA
518648;Centauri Health;1;AZ
518649;Caplan And;1;NY
518650;It Ideology;4;NJ
518651;Knot ;2;CA
518652;Opencrowd ;1;NY
518653;Kaufman Rossin;1;FL
518654;Lauderdale Tankers;1;FL
518655;Recur Forever;1;FL
518656;Sense Talent;4;CA
518657;Berg ;1;MA
518658;Unbound Bryan;1;TX
518659;Datamatics ;2;GA
518660;Fletcher Knight;1;CT
518661;Transcontinental Fund;1;IL
518662;Drilling ;1;TX
518663;Lulu ;1;NY
518664;Matrix Structural;1;TX
518665;Saas It;30;OH
518666;Boomtown Roi;1;SC
518667;Italk Global;4;TX
518668;Omar Kasani;1;TX
518669;Volumefi Software;1;CA
518670;Atmosic ;7;CA
518671;Live Wire;1;IL
518672;Axcelinno ;3;NC
518673;Softnet Consulting;5;NJ
518674;Apollo Graph;5;CA
518675;The Goodman;2;TX
518676;Long Run;1;NY
518677;Ai Software;7;MI
518678;Hydrobreeze ;1;TX
518679;Corsair Consulting;1;TX
518680;Onestone Solutions;1;AR
518681;Bh Central;2;NY
518682;Phillips Gradick;1;GA
518683;Certify ;2;ME
518684;Aggio ;1;MO
518685;Project Nia;1;TX
518686;Symmetry Biosciences;1;NC
518687;Portola Partners;1;CA
518688;Novetus Engineering;1;TX
518689;Sequoia Climate;2;CA
518690;Jobdiva ;2;NY
518691;Geotechnology Associates;1;MD
518692;Netgains Engineering;1;NY
518693;Kloudhive ;3;NY
518694;Wardhumphrey General;1;GA
518695;Strive Consulting;1;IL
518696;Trynow ;1;CA
518697;Taj Imports;1;OH
518698;Sails Software;1;MI
518699;Boston Data;6;MA
518700;Planet Technology;4;IL
518701;Outreach Physical;2;NY
518702;Git America;1;CA
518703;Lifespring Counseling;1;MD
518704;One Rock;2;NY
518705;Newron Tech;18;TX
518706;Medocity ;3;NJ
518707;Adept Computer;21;TX
518708;Exprep ;1;NC
518709;Effy ;1;NY
518710;Caliber Consulting;9;TX
518711;Epcot ;11;IL
518712;Hypertrack ;1;CA
518713;Full Measure;1;DC
518714;Rani Investments;1;VA
518715;Vidiq ;1;CA
518716;Implan ;2;NC
518717;Four ;1;NJ
518718;Four Bends;1;NJ
518719;Digital Cloud;5;TX
518720;Zymo Solutions;6;VA
518721;Family Caregiver;1;CA
518722;Korean Community;5;CA
518723;Consolidata ;1;PA
518724;American Process;1;AL
518725;Monroe Capital;3;IL
518726;Gsrj Information;1;NY
518727;Clinomics ;1;CA
518728;Fueltech ;1;GA
518729;Hps Software;7;MO
518730;Samudhra ;1;NJ
518731;Xpert ;10;PA
518732;Beast Enterprises;1;NY
518733;Rakuten Card;1;CA
518734;Maddisoft ;3;TX
518735;Comprehensive Business;1;GA
518736;Bellus Mantra;1;NJ
518737;Brave Software;1;CA
518738;Octohub Technology;13;TX
518739;Pandoai ;2;IL
518740;E3 Global;19;TX
518741;Alex Hemani;1;TX
518742;Dcs Solutions;2;PA
518743;Bungalow Living;2;CA
518744;Architectural Surfaces;1;TX
518745;Precision ;1;NJ
518746;Keane ;2;NJ
518747;Dvare ;1;IL
518748;Helenzys ;1;NJ
518749;Columbus Neuroscience;1;OH
518750;Tekdynamics ;4;TX
518751;Da Vi;1;TX
518752;Build A;1;TX
518753;Coeus Consulting;1;AZ
518754;Token Transit;1;CA
518755;Ruota Consulting;1;RI
518756;Pushas ;2;CA
518757;Equity Residential;1;CA
518758;Spring Sun;2;IL
518759;Old City;1;NY
518760;Bwinparty ;1;NV
518761;Onramp Funds;1;TX
518762;Levadata ;1;CA
518763;Manscaped ;1;CA
518764;Gameto ;1;NY
518765;Steegexp ;1;TX
518766;Ascend Technology;24;CA
518767;Orpheus Academy;2;TX
518768;Imerys Performance;1;GA
518769;Pivotal Engineering;1;LA
518770;Xtensible Solutions;1;FL
518771;Staten Island;2;NY
518772;Greenberg Farrow;2;GA
518773;Globalxperts ;1;NC
518774;Asr ;1;OH
518775;Partners Of;3;DC
518776;Kms Technology;1;GA
518777;Omnimax International;2;GA
518778;Forgeahead Solutions;1;CA
518779;Sagenet ;1;OK
518780;Surface 678;1;NC
518781;Vivpro ;1;PA
518782;Bullish ;1;NY
518783;Php Agency;2;TX
518784;Cmp Scientific;1;NY
518785;Eva Garland;1;NC
518786;Cooper Tacia;1;NC
518787;Lotame Solutions;2;MD
518788;Imerys ;1;GA
518789;Gamble Associates;2;MA
518790;Sanegene Bio;2;MA
518791;Isharingsoft ;1;CA
518792;Slycedata ;1;NJ
518793;Arizona Advanced;1;AZ
518794;Welch Consulting;1;TX
518795;Cover Genius;2;NY
518796;Inbiz Concepts;18;MA
518797;Snapfish ;2;CA
518798;Austin Commercial;5;TX
518799;Blue Yonder;82;AZ
518800;Us Re;1;TX
518801;Insight Direct;24;AZ
518802;A Real;1;TX
518803;Schrödinger ;4;NY
518804;Indegene ;43;NJ
518805;Austin Bridge;1;TX
518806;Electrifai ;1;NJ
518807;Signature Flight;1;FL
518808;Hanshow America;1;NY
518809;Hyde Engineering;9;CO
518810;Data Sys;28;TX
518811;Mirus ;2;GA
518812;Ispace ;68;CA
518813;Physical Medicine;3;MI
518814;Blucora ;2;TX
518815;Cetitec ;1;OH
518816;Deinde Financial;1;IL
518817;Ean Lp;23;TX
518818;Amaranth ;1;FL
518819;Valimation ;3;FL
518820;Moksa ;6;NJ
518821;Kora Management;1;NY
518822;Sensus ;2;NC
518823;Xylem Vue;4;IN
518824;Grammarly ;13;CA
518825;Divvy Homes;4;CA
518826;Varo Bank;27;CA
518827;Ziff Davis;25;NY
518828;Reuters America;1;NY
518829;Mellanox ;303;CA
518830;Asar America;36;IL
518831;Team Belvedere;4;IL
518832;Sunlight Entertainment;2;TX
518833;Bionano Genomics;4;CA
518834;Lantz Medical;1;IN
518835;Quicket Solutions;2;IL
518836;Turtle Creek;1;NY
518837;Constellation Pharmaceuticals;3;MA
518838;Toma Cpa;1;CA
518839;Datometry ;1;CA
518840;The Hudson;1;NY
518841;Asimily ;3;CA
518842;Hrl Morrison;3;NY
518843;Otj Architects;1;DC
518844;Dataiku ;3;NY
518845;Public People;2;NY
518846;Malibu Entertainment;6;CA
518847;Graphet ;1;OH
518848;Brembo Inspiration;2;DE
518849;Cadence ;10;NY
518850;Maze Therapeutics;3;CA
518851;Prosimo ;11;CA
518852;Unichem Pharmaceuticals;1;NJ
518853;Mhi Shared;1;TX
518854;Arcara Zucarelli;1;NY
518855;Square Financial;2;UT
518856;D'Youville College;1;NY
518857;Algolia ;3;CA
518858;Absolute Software;2;TX
518859;Gsi Environmental;2;TX
518860;Stonehenge Management;2;NY
518861;Medlytix ;4;GA
518862;Arcadia Solutions;5;MA
518863;Rocket Lawyer;1;CA
518864;Avanti ;3;TN
518865;Triana Biomedicines;1;MA
518866;Huber Engineered;1;NC
518867;Ab Sciex;2;MA
518868;Cdh ;2;IL
518869;Curevo ;2;WA
518870;Niagara Falls;3;NY
518871;Formfunction ;1;CA
518872;Retail Me;3;TX
518873;Rimkus Consulting;4;TX
518874;Merrick ;1;CO
518875;Castellan Solutions;2;PA
518876;Steamrollers Studios;1;FL
518877;Ammunition ;1;CA
518878;Bolt Solutions;1;TX
518879;Redwood Valuation;3;WA
518880;Grandinetti ;1;WA
518881;Ideal Living;2;CA
518882;C16 Biosciences;1;NY
518883;Palisades Media;3;CA
518884;Henry Rose;1;CA
518885;Emergent Forest;1;NY
518886;Great American;2;CA
518887;Sigma Computing;12;CA
518888;Hellman ;1;CA
518889;W5 ;1;FL
518890;Evanston Community;1;IL
518891;Talos Energy;1;TX
518892;Ciena Healthcare;1;MI
518893;Veritas Total;1;TX
518894;Nbd Nano;1;MA
518895;Glenview Capital;1;NY
518896;T Cook;1;TX
518897;One Sixty;3;NY
518898;Synerg Biopharma;7;MA
518899;Cleo Ai;2;DE
518900;Hitech Advisors;1;WA
518901;Maxitrol ;1;MI
518902;Sankofa Consulting;1;WA
518903;Basco Of;1;MI
518904;Smartling ;1;NY
518905;Anschutz Entertainment;1;CA
518906;Nuvolum ;1;CA
518907;Smartstream ;2;NY
518908;Rwh Staffing;1;MA
518909;Continental Battery;2;TX
518910;Scarlet Construction;1;IL
518911;Clearlake Capital;1;CA
518912;Consilium Technology;3;TX
518913;Stilt ;3;CA
518914;Globeflex Capital;1;CA
518915;Md Squared;1;NY
518916;Spherical Analytics;1;MA
518917;Dapper America;9;CA
518918;Codesignal ;4;CA
518919;Atco Structures;1;TX
518920;Apa Services;1;TX
518921;Aeg Global;1;CA
518922;Australiansuper Us;4;NY
518923;Anthony Innovations;1;TX
518924;Ampol Us;1;TX
518925;Abyss Solutions;4;TX
518926;Animal Logic;1;CA
518927;Stage ;1;CA
518928;Energy Developments;3;MI
518929;Ascential ;2;MD
518930;Sonic Healthcare;1;TX
518931;Pain Teq;1;FL
518932;Havfram ;1;TX
518933;Viterra ;1;NY
518934;Caribbean Consulting;1;PR
518935;Acadiaio ;6;GA
518936;Btc Mobility;3;MA
518937;Keith Yates;1;CA
518938;Creativemass Holdings;1;TX
518939;Click Media;1;NY
518940;Snorkel Ai;4;CA
518941;Radius Ai;3;AZ
518942;Maxtena ;1;MD
518943;Edgemont Advisors;1;NY
518944;Jab Holding;2;DC
518945;Chameleon ;1;WA
518946;Radii ;4;AZ
518947;Loopup ;2;CA
518948;Datastrong ;1;VA
518949;Bite ;1;NY
518950;Fathom ;1;CA
518951;Deck Nine;1;CO
518952;Dbv Distribution;2;NY
518953;Skema Us;2;NC
518954;Carval Investors;1;MN
518955;Le Bon;2;GA
518956;Kaizen ;32;NJ
518957;Innive ;3;FL
518958;Unisoft Solutions;33;NJ
518959;Comtech International;1;MI
518960;On ;78;IL
518961;Business Integra;9;MD
518962;Aadhick Solutions;1;NJ
518963;Lloyds Bank;1;NY
518964;Andela ;5;NY
518965;Shaheed A;1;PA
518966;Piper Sandler;2;MN
518967;Swep North;1;OK
518968;Textnow ;6;CA
518969;Lda Management;1;TX
518970;Decision Six;61;PA
518971;Cignus Consulting;3;VA
518972;Attachmate ;1;CA
518973;Educators For;1;NY
518974;Tetraforzasoft ;3;NJ
518975;Jeeves ;3;FL
518976;Cae Simuflite;2;TX
518977;Escher ;1;MA
518978;Hexa ;17;GA
518979;Jzw Architects;2;UT
518980;Quadreal ;1;NY
518981;Engineering ;5;NY
518982;Mojo Interactive;1;NY
518983;Intera ;1;TX
518984;Wiser Solutions;7;CA
518985;Sanghi Consulting;1;NY
518986;Flight Operations;4;TX
518987;Altametrics ;3;CA
518988;Guerbet ;1;NJ
518989;Madison Alley;1;NY
518990;New Enterprise;1;MD
518991;Canva Us;5;TX
518992;Abel Solutions;1;GA
518993;Ejk Accounting;1;WA
518994;Hill Valley;1;CA
518995;Alantra Tech;2;MA
518996;Pilvi ;24;TX
518997;Snclavalin Constructors;2;WA
518998;Hitec Information;4;VA
518999;Gamut Source;2;TX
519000;Pulmonics Plus;3;TX
519001;Kopentech ;1;CA
519002;Tekcrew ;2;CA
519003;American Techno;2;NJ
519004;First Sentier;2;NY
519005;Commonwealth Bank;8;NY
519006;Neurona Therapeutics;2;CA
519007;Bitovi ;2;IL
519008;Bloomreach ;8;CA
519009;Inv Management;4;KS
519010;Moffatt ;7;CA
519011;Phillipsmedisize Costa;1;CA
519012;Avangrid Renewables;3;OR
519013;Gea Mechanical;1;NJ
519014;Edge Fire;1;AL
519015;Belcher Pharmaceuticals;7;FL
519016;Forcepoint ;9;TX
519017;Js Held;5;NY
519018;Powermind Solutions;22;GA
519019;Sunlightio ;2;UT
519020;Fenergo ;1;NY
519021;Lightspeed Commerce;2;NY
519022;Chivico ;1;FL
519023;Alpaka Us;1;FL
519024;Gobetter ;1;FL
519025;Fresh Source;2;FL
519026;Qrubber ;1;FL
519027;Xfslab ;1;TX
519028;Gaut Investment;1;FL
519029;Gadal Capital;1;DE
519030;Baker Real;1;TX
519031;Parkland ;1;ND
519032;Gds Publishing;4;NY
519033;Vgi Partners;1;NY
519034;Mr Yum;3;TX
519035;Spectrum Healthcare;6;ME
519036;Ionidea ;2;VA
519037;Nest ;22;VA
519038;Astor ;35;MD
519039;Scadea Software;29;NJ
519040;Amazee Global;33;NY
519041;Aries Computer;7;NJ
519042;Sattrix ;2;MI
519043;Philips Image;23;CA
519044;Deloitte Investments;3;PA
519045;Tictal Capital;1;FL
519046;Indufrio ;1;FL
519047;Canas Coffee;1;CA
519048;Papier ;1;NY
519049;Oldendorff Carriers;1;CT
519050;Wandisco ;1;CA
519051;Analytic Partners;8;FL
519052;Tracehq ;1;CA
519053;Lokavant ;2;NY
519054;Geodesign ;2;OR
519055;Mitek ;8;CA
519056;Orate Brokers;2;MD
519057;Thoma Bravo;3;IL
519058;Rich Talent;1;CA
519059;Vector Capital;2;CA
519060;Octopus Interactive;1;MD
519061;Envoy ;13;CA
519062;Harbisonwalker International;1;PA
519063;Indigo ;5;IL
519064;Carrot ;1;CA
519065;Maze ;3;CA
519066;Leantaas ;18;CA
519067;Turning Point;3;CA
519068;Kellermeyer Bergensons;1;CA
519069;Guild ;3;NY
519070;Bamo ;1;CA
519071;Wd Von;1;TX
519072;Vidmob ;16;NY
519073;Advalent ;1;MA
519074;Blockdaemon ;2;CA
519075;Triscendnp ;3;TX
519076;Dutch Express;3;NY
519077;Somat Engineering;1;MI
519078;Automated Engineering;3;CA
519079;Global Intellectuals;1;MN
519080;Veregy ;4;AZ
519081;Tradweb Markets;1;NJ
519082;Bluesnap ;3;MA
519083;Smart Erp;19;CA
519084;Lockton Management;2;MO
519085;Navolio ;1;CA
519086;Seeburger ;7;GA
519087;Wilco Source;14;CA
519088;Opportunity Financial;6;IL
519089;Evgo Services;4;CA
519090;Logic House;2;CA
519091;Lightwell ;9;OH
519092;Gurucul Solutions;7;CA
519093;Morinda ;12;UT
519094;Advisor ;1;AZ
519095;Digitalai Software;2;MA
519096;Axiom Healthcare;1;NJ
519097;Adk ;2;MA
519098;Dynamic Technology;38;VA
519099;Upland Software;1;TX
519100;Plycem ;2;NC
519101;Prudent ;4;TX
519102;Upgrad ;2;DC
519103;Birdeye ;2;CA
519104;Inseego ;2;CA
519105;Tools ;2;MA
519106;Memphis Lung;6;TN
519107;Aya Healthcare;3;CA
519108;Integration International;3;NJ
519109;Securonix ;68;TX
519110;Ag Services;2;FL
519111;Oak Street;1;IL
519112;Lucid Software;35;UT
519113;Endeavour Energy;1;CT
519114;Defi Auto;8;TX
519115;Truu ;2;CA
519116;Zoobean ;1;VA
519117;Mark David;12;CA
519118;Wwex Franchise;12;TX
519119;Hayes Management;1;MA
519120;Omnisource United;2;TX
519121;Intelligent Medical;2;IL
519122;Ot Global;1;CA
519123;Matrix Analytics;2;NY
519124;Wheels Financial;1;CA
519125;Ignitarium ;9;TX
519126;Cadence Solutions;2;NY
519127;Symphony Talent;2;NY
519128;Pix4D ;2;CO
519129;Matrixcare ;14;MN
519130;Hgs Digital;11;IL
519131;Strata Decision;3;IL
519132;Pivot Health;1;CA
519133;Precocity ;2;TX
519134;Ventric ;1;MI
519135;Signode Industrial;2;FL
519136;Lateetud ;6;VA
519137;Rare ;3;VA
519138;The George;23;DC
519139;Fit Electronics;7;CA
519140;Anjus ;1;GA
519141;Digicert ;10;UT
519142;Blue Hexagon;1;CA
519143;Samet ;2;NC
519144;Costello Medical;1;MA
519145;Apprentice Fs;5;NJ
519146;Proworqs ;3;NJ
519147;Stony Brook;3;NY
519148;Eatgeek ;1;CA
519149;Centaur Diagnostics;1;MA
519150;King County;3;WA
519151;Cloud9 ;2;NY
519152;Clearway Energy;10;CA
519153;Istar ;4;NY
519154;Skytap ;8;WA
519155;Turing Video;23;CA
519156;Next Financial;4;TX
519157;Price Fx;4;IL
519158;Agilitas Energy;3;MA
519159;Reyes Holdings;4;IL
519160;Synergy Family;2;MD
519161;Olam Americas;6;CA
519162;Aura Technical;5;FL
519163;Beaconlight Capital;3;NY
519164;Dr Loong;2;CA
519165;Michael Page;7;CT
519166;Mapp Biopharmaceutical;3;CA
519167;Mobileum ;4;CA
519168;Happy Cooking;1;TX
519169;Everi ;4;NV
519170;Sagemcom ;2;TX
519171;Building Data;1;NY
519172;Oliver Freundlich;2;NY
519173;Dryland Genetics;1;IA
519174;Washington Center;2;DC
519175;International Crisis;2;DC
519176;Whistle Labs;1;CA
519177;Renal Care;9;OR
519178;Half Moon;1;CA
519179;Prime Communications;3;TX
519180;International Training;1;CA
519181;Litmus Automation;1;CA
519182;¿Z Wang;1;IL
519183;Epir ;1;IL
519184;Gallop Global;1;MA
519185;Sonnedix ;3;FL
519186;Retina Foundation;1;TX
519187;Progressive Oncology;1;MD
519188;Numerix ;15;NY
519189;Rhodes ;1;FL
519190;Denali Sourcing;3;WA
519191;Pablow ;1;IA
519192;Cav Manufacturing;1;MD
519193;South Pacific;1;FL
519194;Buoy Health;3;MA
519195;Smokeball ;3;IL
519196;Kosmos Energy;2;TX
519197;Redpath Partners;1;NY
519198;Eventures Us;2;CA
519199;First Derivatives;4;NY
519200;Argus Media;1;TX
519201;Conductor ;1;NY
519202;Leap ;6;NJ
519203;Integrated Research;1;CO
519204;Lift Brands;1;MN
519205;Aikas Partners;1;NY
519206;Omnicom Management;1;NY
519207;Yieldstreet ;7;NY
519208;Upclear ;2;NY
519209;Shillington School;1;NY
519210;Rapid Ratings;1;NY
519211;Accordion Partners;8;NY
519212;Island Pacific;2;CA
519213;Alm Media;4;NY
519214;Design Bridge;1;NY
519215;Inspired Insight;2;MA
519216;Megaport ;3;CA
519217;Agricultural Bank;6;NY
519218;Vicon Motion;1;CO
519219;Ocean Partners;6;CT
519220;Antipodean Advisors;1;NY
519221;C40 Cities;1;NY
519222;Lang Architecture;1;NY
519223;Unispace Of;4;MA
519224;Ultracs ;1;CA
519225;Vibrant Sciences;2;CA
519226;Hanu Software;13;NJ
519227;Calypso Technology;6;CA
519228;Pocket Gems;21;CA
519229;Avancer ;11;NJ
519230;Cemex ;1;TX
519231;Texas Best;2;TX
519232;Greerwalker ;1;NC
519233;Sequans Communications;1;MN
519234;Metropolitan Transportation;1;CA
519235;Equilend Holdings;1;NY
519236;Steiner And;1;NH
519237;Sofbang ;1;IL
519238;Omnex Engineering;1;MI
519239;Kadmon ;1;NY
519240;Portfolio Bi;1;NY
519241;Apexpe ;1;CO
